"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Dayo Odeyingbo (IND)","3","1","1","0","0","1","1","0","1","24.8","24.8","0.9%"
"2","Arden Key (TEN)","3","3","2","0","0","1","0","0","1","23.8","23.8","3.2%"
"3","Shy Tuttle (CAR)","4","3","0","0","0","1","2","0","1","20.3","20.3","0.5%"
"4","A'Shawn Robinson (CAR)","4","1","2","0","0","0","0","0","1","19.8","19.8","6.7%"
"5","Will Anderson Jr. (HOU)","5","2","1","0","0","0","1","0","1","19.5","19.5","30.7%"
"6","Jeffery Simmons (TEN)","3","1","1","0","0","1","0","0","1","18.3","18.3","18.7%"
"7","C.J. Brewer (TB)","3","0","2","0","0","0","0","0","1","17.5","17.5","1.0%"
"8","Christian Elliss (NE)","3","6","1","1","0","0","0","0","1","17.0","17.0","2.1%"
"9","Dante Stills (ARI)","2","2","1","1","0","1","0","0","1","16.5","16.5","1.3%"
"10","Danielle Hunter (HOU)","2","0","2","0","0","0","0","0","1","16.0","16.0","45.7%"
"11","Jonathon Cooper (DEN)","4","1","1","0","0","0","0","0","1","15.8","15.8","10.4%"
"12","Jer'Zhan Newton (WAS)","3","0","1","0","0","0","1","0","1","15.0","15.0","1.4%"
"13","Montez Sweat (CHI)","3","1","1","0","0","0","0","0","1","14.3","14.3","15.6%"
"14","Greg Rousseau (BUF)","3","1","0","2","0","0","0","0","1","13.3","13.3","18.9%"
"15","Brian Burns (NYG)","3","2","1","0","0","0","0","0","1","12.5","12.5","27.9%"
"16","Keion White (NE)","4","0","0","0","0","1","0","0","1","12.5","12.5","17.9%"
"17","Quinnen Williams (NYJ)","2","1","1.5","0","0","0","0","0","1","12.3","12.3","15.0%"
"18","George Karlaftis III (KC)","1","3","1","1","0","0","0","0","1","11.8","11.8","9.2%"
"19","Grover Stewart (IND)","3","3","0","0","0","0","0","0","1","11.8","11.8","5.2%"
"20","Daron Payne (WAS)","3","1","1","0","0","0","0","0","1","11.8","11.8","7.3%"
"21","Khalen Saunders (NO)","3","1","1","0","0","0","0","0","1","11.8","11.8","0.1%"
"22","Calais Campbell (MIA)","3","2","0","1","0","1","0","0","1","11.5","11.5","6.4%"
"23","Jared Verse (LAR)","1","2","1.5","0","0","0","0","0","1","11.5","11.5","20.4%"
"24","Tim Settle Jr. (HOU)","3","0","1","0","0","0","0","0","1","11.0","11.0","0.6%"
"25","Tershawn Wharton (KC)","2","0","1","1","0","0","0","0","1","11.0","11.0","0.5%"
"26","Tuli Tuipulotu (LAC)","2","0","1","1","0","0","0","0","1","11.0","11.0","5.0%"
"27","DeForest Buckner (IND)","2","1","1","0","0","0","0","0","1","10.3","10.3","25.5%"
"28","Nick Bosa (SF)","2","1","1","0","0","0","0","0","1","10.3","10.3","53.8%"
"29","Tyree Wilson (LV)","2","1","1","0","0","0","0","0","1","10.3","10.3","1.2%"
"30","Jadeveon Clowney (CAR)","3","4","0","0","0","0","0","0","1","10.0","10.0","6.7%"
"31","Nik Bonitto (DEN)","1","2","1","0","0","0","0","0","1","9.5","9.5","3.7%"
"32","Mike Pennel Jr. (KC)","1","0","1","0","0","1","0","0","1","9.5","9.5","0.1%"
"33","Vita Vea (TB)","4","1","0","0","0","0","0","0","1","9.3","9.3","4.1%"
"34","Kobie Turner (LAR)","3","3","0","0","0","0","0","0","1","9.3","9.3","14.5%"
"35","Byron Young (LAR)","1","1","1","0","0","0","0","0","1","8.8","8.8","15.8%"
"36","Poona Ford (LAC)","1","1","1","0","0","0","0","0","1","8.8","8.8","0.3%"
"37","Cameron Heyward (PIT)","3","3","0","1","0","0","0","0","1","8.3","8.3","11.3%"
"38","Chase Young (NO)","1","1","0.5","1","0","0","0","0","1","8.3","8.3","2.4%"
"39","Scott Matlock (LAC)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.2%"
"40","Jalyn Holmes (WAS)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.0%"
"41","Sam Okuayinonu (SF)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.6%"
"42","Emmanuel Ogbah (MIA)","2","1","0","1","0","0","0","0","1","7.8","7.8","3.3%"
"43","Solomon Thomas (NYJ)","1","3","0","0","0","1","0","0","1","7.8","7.8","0.1%"
"44","B.J. Hill (CIN)","4","2","0","0","0","0","0","0","1","7.5","7.5","1.9%"
"45","Jeremiah Ledbetter (JAC)","4","2","0","0","0","0","0","0","1","7.5","7.5","0.1%"
"46","DaVon Hamilton (JAC)","3","4","0","0","0","0","0","0","1","7.5","7.5","0.4%"
"47","Gervon Dexter Sr. (CHI)","4","2","0","0","0","0","0","0","1","7.5","7.5","2.6%"
"48","D.J. Davidson (FA)","2","6","0","0","0","0","0","0","1","7.5","7.5","0.1%"
"49","Tavius Robinson (BAL)","1","2","0.5","0","0","0","0","0","1","7.5","7.5","0.1%"
"50","Sam Hubbard (CIN)","5","0","0","0","0","0","0","0","1","7.5","7.5","13.7%"
