"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Travon Walker (JAC)","4","1","3","1","0","1","0","0","1","31.8","31.8","19.5%"
"2","Kobie Turner (LAR)","5","1","2","1","0","1","0","0","1","26.8","26.8","14.5%"
"3","Dexter Lawrence II (NYG)","2","2","3","0","0","0","0","0","1","21.5","21.5","18.4%"
"4","Sam Hubbard (CIN)","7","2","1","0","0","0","0","0","1","21.0","21.0","13.7%"
"5","Derick Hall (SEA)","4","2","1","0","0","1","0","0","1","18.0","18.0","3.3%"
"6","Nick Bosa (SF)","4","0","0","1","1","0","0","0","1","17.5","17.5","53.8%"
"7","Maxx Crosby (LV)","3","0","2","0","0","0","0","0","1","17.5","17.5","60.7%"
"8","D.J. Davidson (FA)","2","0","2","0","0","0","0","0","1","16.0","16.0","0.1%"
"9","Logan Hall (TB)","2","0","2","0","0","0","0","0","1","16.0","16.0","0.1%"
"10","Christian Wilkins (LV)","4","1","1","0","0","0","0","0","1","15.8","15.8","9.8%"
"11","Zach Allen (DEN)","5","2","1","0","0","0","0","0","1","15.5","15.5","15.2%"
"12","Daniel Ekuale (NE)","4","5","0.5","0","0","0","0","0","1","14.3","14.3","1.0%"
"13","Josh Hines-Allen (JAC)","2","0","1","0","0","0","1","0","1","13.5","13.5","38.4%"
"14","Linval Joseph (DAL)","2","0","1","0","0","1","0","0","1","13.5","13.5","0.0%"
"15","Khalen Saunders (NO)","2","5","0","1","1","0","0","0","1","13.3","13.3","0.1%"
"16","Jonathan Allen (WAS)","4","0","1","0","0","0","0","0","1","12.5","12.5","3.0%"
"17","Emmanuel Ogbah (MIA)","4","0","1","0","0","0","0","0","1","12.5","12.5","3.3%"
"18","Khalil Davis (SF)","2","0","1","0","0","0","0","0","1","12.0","12.0","0.1%"
"19","Harrison Phillips (MIN)","1","0","1","0","0","1","0","0","1","12.0","12.0","3.6%"
"20","David Onyemata (ATL)","2","0","1","0","0","0","0","0","1","12.0","12.0","1.1%"
"21","Bryan Bresee (NO)","3","1","1","0","0","0","0","0","1","11.8","11.8","0.9%"
"22","Brian Burns (NYG)","1","1","1","2","0","0","0","0","1","11.8","11.8","27.9%"
"23","Jaquelin Roy (NE)","3","1","1","0","0","0","0","0","1","11.8","11.8","0.1%"
"24","Laiatu Latu (IND)","4","2","0","0","0","1","0","0","1","11.5","11.5","6.2%"
"25","Nnamdi Madubuike (BAL)","2","2","1","0","0","0","0","0","1","11.0","11.0","13.8%"
"26","Charles Harris (CAR)","3","0","1","0","0","0","0","0","1","11.0","11.0","2.1%"
"27","Karl Brooks (GB)","1","1","1.5","0","0","0","0","0","1","10.8","10.8","0.7%"
"28","DaQuan Jones (BUF)","5","1","0","0","0","0","0","0","1","10.8","10.8","0.1%"
"29","Chase Young (NO)","2","1","1","0","0","0","0","0","1","10.3","10.3","2.4%"
"30","Naquan Jones (ARI)","2","1","1","0","0","0","0","0","1","10.3","10.3","0.1%"
"31","Dorance Armstrong Jr. (WAS)","1","2","1","0","0","0","0","0","1","9.5","9.5","1.4%"
"32","Gervon Dexter Sr. (CHI)","0","2","1","0","0","0","1","0","1","9.5","9.5","2.6%"
"33","Will McDonald IV (NYJ)","2","0","1","0","0","0","0","0","1","9.5","9.5","9.5%"
"34","Tershawn Wharton (KC)","1","2","1","0","0","0","0","0","1","9.5","9.5","0.5%"
"35","Micheal Clemons (NYJ)","2","0","1","0","0","0","0","0","1","9.5","9.5","0.2%"
"36","Andrew Billings (CHI)","2","0","1","0","0","0","0","0","1","9.5","9.5","0.1%"
"37","Tavius Robinson (BAL)","1","2","1","0","0","0","0","0","1","9.5","9.5","0.1%"
"38","DeWayne Carter (BUF)","3","0","0","0","0","0","0","0","1","9.5","9.5","0.1%"
"39","Dawuane Smoot (BUF)","1","0","1","0","0","1","0","0","1","9.5","9.5","0.0%"
"40","Yaya Diaby (TB)","4","1","0","0","0","0","0","0","1","9.3","9.3","2.7%"
"41","Grover Stewart (IND)","4","1","0","0","0","0","0","0","1","9.3","9.3","5.2%"
"42","Joshua Uche (KC)","1","1","1","0","0","0","0","0","1","8.8","8.8","0.1%"
"43","Vita Vea (TB)","1","1","1","0","0","0","0","0","1","8.8","8.8","4.1%"
"44","Jonathon Cooper (DEN)","1","1","1","0","0","0","0","0","1","8.8","8.8","10.4%"
"45","Tyrus Wheat (DAL)","2","1","0.5","0","0","0","0","0","1","8.3","8.3","0.1%"
"46","Nik Bonitto (DEN)","1","0","1","0","0","0","0","0","1","8.0","8.0","3.7%"
"47","Zach Sieler (MIA)","1","0","1","0","0","0","0","0","1","8.0","8.0","7.3%"
"48","Anthony Nelson (TB)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.1%"
"49","Dante Fowler Jr. (WAS)","1","0","1","0","0","0","0","0","1","8.0","8.0","10.4%"
"50","Leonard Taylor III (NYJ)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.1%"
"51","Folorunso Fatukasi (HOU)","3","1","0","0","0","0","0","0","1","7.8","7.8","0.7%"
"52","James Smith-Williams (ATL)","2","3","0","0","0","0","0","0","1","7.8","7.8","0.1%"
"53","Shy Tuttle (CAR)","4","2","0","0","0","0","0","0","1","7.5","7.5","0.5%"
"54","Rakeem Nunez-Roches (NYG)","2","1","0.5","1","0","0","0","0","1","7.3","7.3","0.7%"
"55","Kingsley Enagbare (GB)","1","2","0","0","0","1","0","0","1","7.0","7.0","0.1%"
"56","D.J. Jones (DEN)","2","2","0","0","0","0","0","0","1","7.0","7.0","0.5%"
"57","Byron Young (LAR)","2","2","0","0","0","0","0","0","1","7.0","7.0","15.8%"
"58","B.J. Hill (CIN)","2","3","0","1","0","0","0","0","1","6.8","6.8","1.9%"
"59","Carl Granderson (NO)","2","5","0","0","0","0","0","0","1","6.8","6.8","12.4%"
"60","Davon Godchaux (NE)","2","3","0","1","0","0","0","0","1","6.8","6.8","1.7%"
"61","Chauncey Golston (DAL)","1","4","0.5","0","0","0","0","0","1","6.5","6.5","9.0%"
"62","Jadeveon Clowney (CAR)","2","1","0","0","0","0","0","0","1","6.3","6.3","6.7%"
"63","Jer'Zhan Newton (WAS)","2","1","0","0","0","0","0","0","1","6.3","6.3","1.4%"
"64","Braden Fiske (LAR)","1","3","0","0","0","0","0","0","1","6.3","6.3","3.4%"
"65","Lukas Van Ness (GB)","3","2","0","0","0","0","0","0","1","6.0","6.0","2.1%"
"66","Dre'Mont Jones (SEA)","3","2","0","0","0","0","0","0","1","6.0","6.0","0.7%"
"67","Grady Jarrett (ATL)","3","2","0","0","0","0","0","0","1","6.0","6.0","2.2%"
"68","Daron Payne (WAS)","3","1","0","0","0","0","0","0","1","5.3","5.3","7.3%"
"69","A'Shawn Robinson (CAR)","3","1","0","0","0","0","0","0","1","5.3","5.3","6.7%"
"70","Mazi Smith (DAL)","3","1","0","0","0","0","0","0","1","5.3","5.3","0.3%"
"71","Taven Bryan (IND)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"72","T.J. Slaton (GB)","3","0","0","0","0","0","0","0","1","4.5","4.5","0.1%"
"73","Jonathan Greenard (MIN)","3","0","0","0","0","0","0","0","1","4.5","4.5","17.3%"
"74","Cameron Heyward (PIT)","2","2","0","0","0","0","0","0","1","4.5","4.5","11.3%"
"75","Phidarian Mathis (WAS)","1","2","0","1","0","0","0","0","1","4.5","4.5","0.0%"
"76","Keion White (NE)","2","0","0","1","0","0","0","0","1","4.5","4.5","17.9%"
"77","Dante Stills (ARI)","1","4","0","0","0","0","0","0","1","4.5","4.5","1.3%"
"78","Trey Hendrickson (CIN)","3","0","0","0","0","0","0","0","1","4.5","4.5","28.1%"
"79","Osa Odighizuwa (DAL)","1","1","0.5","0","0","0","0","0","1","4.3","4.3","1.6%"
"80","DeMarcus Walker (CHI)","1","1","0.5","0","0","0","0","0","1","4.3","4.3","1.1%"
"81","Kayvon Thibodeaux (NYG)","1","1","0.5","0","0","0","0","0","1","4.3","4.3","16.3%"
"82","Larry Ogunjobi (PIT)","1","0","0","0","0","0","0","0","1","4.0","4.0","0.6%"
"83","Will Anderson Jr. (HOU)","1","0","0","0","0","0","0","0","1","4.0","4.0","30.7%"
"84","Isaiah Foskey (NO)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"85","Jared Verse (LAR)","2","1","0","0","0","0","0","0","1","3.8","3.8","20.4%"
"86","Carl Lawson (DAL)","0","2","0.5","0","0","0","0","0","1","3.5","3.5","0.2%"
"87","Ruke Orhorhoro (ATL)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.6%"
"88","Roy Lopez (ARI)","0","2","0","1","0","0","0","0","1","3.0","3.0","0.7%"
"89","Chop Robinson (MIA)","1","2","0","0","0","0","0","0","1","3.0","3.0","2.8%"
"90","Javon Kinlaw (NYJ)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.3%"
"91","Marshawn Kneeland (DAL)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.8%"
"92","Quinnen Williams (NYJ)","2","0","0","0","0","0","0","0","1","3.0","3.0","15.0%"
"93","Odafe Oweh (BAL)","2","0","0","0","0","0","0","0","1","3.0","3.0","3.7%"
"94","Nathan Shepherd (NO)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.2%"
"95","Myles Murphy (CIN)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.2%"
"96","Adam Butler (LV)","2","0","0","0","0","0","0","0","1","3.0","3.0","7.3%"
"97","Travis Jones (BAL)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.7%"
"98","Adam Gotsis (IND)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"99","Danielle Hunter (HOU)","1","2","0","0","0","0","0","0","1","3.0","3.0","45.7%"
"100","Christian Elliss (NE)","1","2","0","0","0","0","0","0","1","3.0","3.0","2.1%"
"101","Malcolm Roach (DEN)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"102","Mario Edwards Jr. (HOU)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"103","Zion Logue (BUF)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"104","Dalvin Tomlinson (CLE)","0","1","0.5","0","0","0","0","0","1","2.8","2.8","0.2%"
"105","Keeanu Benton (PIT)","0","1","0","1","0","0","0","0","1","2.3","2.3","0.3%"
"106","Michael Hoecht (LAR)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.3%"
"107","DaVon Hamilton (JAC)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.4%"
"108","Chris Williams (CHI)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"109","Da'Shawn Hand (MIA)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.2%"
"110","Jerry Tillery (MIN)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"111","Cameron Jordan (NO)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.5%"
"112","Jarran Reed (SEA)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.6%"
"113","Maliek Collins (SF)","0","3","0","0","0","0","0","0","1","2.3","2.3","1.7%"
"114","Colby Wooden (GB)","0","3","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"115","Isaiah McGuire (CLE)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"116","Michael Pierce (BAL)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.6%"
"117","Kris Jenkins Jr. (CIN)","0","3","0","0","0","0","0","0","1","2.3","2.3","0.9%"
"118","Khyiris Tonga (ARI)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"119","Kenny Clark (GB)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.6%"
"120","Montravius Adams (PIT)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"121","Chris Braswell (TB)","1","0","0","0","0","0","0","0","1","1.5","1.5","1.2%"
"122","Chris Jones (KC)","0","2","0","0","0","0","0","0","1","1.5","1.5","19.7%"
"123","Nesta Jade Silvera (SF)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"124","Brent Urban (BAL)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"125","Tyler Lacy (JAC)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"126","Jihad Ward (MIN)","0","0","0","1","0","0","0","0","1","1.5","1.5","0.0%"
"127","Solomon Thomas (NYJ)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"128","Bilal Nichols (ARI)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"129","Deatrich Wise Jr. (NE)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"130","David Ojabo (BAL)","1","0","0","0","0","0","0","0","1","1.5","1.5","1.0%"
"131","John Franklin-Myers (DEN)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.5%"
"132","John Ridgeway III (NO)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"133","Pat Jones II (MIN)","0","2","0","0","0","0","0","0","1","1.5","1.5","1.7%"
"134","Johnathan Hankins (SEA)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"135","Kevin Givens (SF)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"136","Greg Rousseau (BUF)","1","0","0","0","0","0","0","0","1","1.5","1.5","18.9%"
"137","Jonathan Bullard (MIN)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.3%"
"138","Joseph Ossai (CIN)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.6%"
"139","Mike Danna (KC)","0","2","0","0","0","0","0","0","1","1.5","1.5","1.1%"
"140","Arik Armstead (JAC)","0","2","0","0","0","0","0","0","1","1.5","1.5","1.0%"
"141","Neville Gallimore (LAR)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"142","Jordan Elliott (SF)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"143","Darrell Taylor (CHI)","0","2","0","0","0","0","0","0","1","1.5","1.5","2.0%"
"144","Jeremiah Moon (PIT)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.2%"
"145","Leonard Williams (SEA)","1","0","0","0","0","0","0","0","1","1.5","1.5","6.2%"
"146","Javontae Jean-Baptiste (WAS)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"147","John Jenkins (LV)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.8%"
"148","Byron Cowart (CHI)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"149","Jeremiah Ledbetter (JAC)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"150","DeMarvin Leal (PIT)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
