"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"143","John Ridgeway III (NO)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"144","Ali Gaye (TEN)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"145","Dylan Horton (HOU)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"146","Ochaun Mathis (PHI)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"147","Kwity Paye (IND)","1","0","0","0","0","0","0","0","1","1.5","1.5","3.2%"
"148","Moro Ojomo (PHI)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"149","Michael Pierce (BAL)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.6%"
"150","Efe Obada (WAS)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"151","Eric Johnson II (NE)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"152","Yannick Ngakoue (NE)","0","2","0","0","0","0","0","0","1","1.5","1.5","2.0%"
"153","Chris Jones (KC)","1","0","0","0","0","0","0","0","1","1.5","1.5","19.7%"
"154","Benito Jones (MIA)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"155","Adam Gotsis (IND)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"156","Khristian Boyd (NO)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"157","Quinnen Williams (NYJ)","0","1","0","0","0","0","0","0","1","0.8","0.8","15.0%"
"158","Isaac Ukwu (DET)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"159","Travis Jones (BAL)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.7%"
"160","T.J. Slaton (GB)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"161","Ta'Quon Graham (ATL)","0","1","0","0","0","0","0","0","1","0.8","0.8","1.0%"
"162","Sebastian Joseph-Day (TEN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.8%"
"163","Adetomiwa Adebawore (IND)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"164","Poona Ford (LAC)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.3%"
"165","Milton Williams (PHI)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.7%"
"166","Nathan Shepherd (NO)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.2%"
"167","Tyler Lacy (JAC)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"168","Ruke Orhorhoro (ATL)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.6%"
"169","Kevin Givens (SF)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"170","Davon Godchaux (NE)","0","1","0","0","0","0","0","0","1","0.8","0.8","1.7%"
"171","Tavius Robinson (BAL)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"172","Austin Johnson (BUF)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"173","T.J. Smith (CAR)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"174","Jonathon Cooper (DEN)","0","1","0","0","0","0","0","0","1","0.8","0.8","10.4%"
"175","D.J. Jones (DEN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.5%"
"176","Mike Hall Jr. (CLE)","0","1","0","0","0","0","0","0","1","0.8","0.8","1.3%"
"177","Khyiris Tonga (ARI)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"178","Jordan Jackson (DEN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"179","Kameron Cline (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Marcus Webb (LV)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"181","Chris Williams (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Jonah Williams (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Myles Adams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Micah Parsons (DAL)","0","0","0","0","0","0","0","0","0","0","0","49.6%"
"185","Domenique Davis (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Bill Murray (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","LaCale London (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Jay Tufele (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"189","Khalil Davis (SF)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"190","William Bradley-King (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Casey Toohill (BUF)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"192","Alex Highsmith (PIT)","1","3","0","0","0","0","0","0","1","0.0","0.0","10.0%"
"193","McTelvin Agim (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Khalid Kareem (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","D.J. Wonnum (CAR)","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"196","Jonathan Garvin (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Tomon Fox (FA)","3","0","1","0","0","0","0","0","1","0.0","0.0","0.0%"
"198","Broderick Washington Jr. (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"199","Cam Gill (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Tershawn Wharton (KC)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.5%"
"201","Breiden Fehoko (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Janarius Robinson (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Mike Danna (KC)","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"204","Carlo Kemp (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Levi Onwuzurike (ARI)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.5%"
"206","David Agoha (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Keshawn Banks (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Kadeem Telfort (GB)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"209","Kenneth Odumegwu (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Junior Aho (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","CJ Okoye (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Truman Jones (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Jalen Redmond (MIN)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"214","Eku Leota (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Jacob Slade (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Chris Smith (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Scott Matlock (LAC)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"218","BJ Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Nesta Jade Silvera (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Andrew Farmer II (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","DJ Coleman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Cameron Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Desjuan Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Jose Ramirez (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Shakel Brown (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","TK McLendon Jr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Caleb Murphy (LAC)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"228","Andre Jones Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Cory Durden (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Titus Leo (NE)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Isaiah Land (IND)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Tyrus Wheat (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"233","Dallas Turner (MIN)","0","0","0","0","0","0","0","0","1","0.0","0.0","5.7%"
"234","Michael Hall Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","McKinnley Jackson (CIN)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"236","Maason Smith (JAC)","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"237","Kilian Zierer (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Trevor Nowaske (DET)","3","0","1","0","0","0","0","0","1","0.0","0.0","0.1%"
"239","Mitchell Agude (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Brandon Pili (SEA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"241","Brandon Bouyer-Randle (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Markees Watts (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Marcus Haynes (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Thomas Incoom (CAR)","2","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"245","Demontrey Jacobs (NE)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"246","Alex Palczewski (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Brodric Martin (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Mike Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","C.J. Brewer (TB)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"250","D.J. Johnson (CAR)","1","3","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"251","Bralen Trice (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"252","Gervon Dexter Sr. (CHI)","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"253","Karl Brooks (GB)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"254","Mazi Smith (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"255","Nick Hampton (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Jeremiah Pharms Jr. (NE)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"257","Gabriel Murphy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Keondre Coburn (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Mike Morris (SEA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"260","Yasir Abdullah (JAC)","2","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"261","Nick Herbig (PIT)","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"262","Travis Bell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"263","Jalen McKenzie (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"264","Mekhi Wingo (DET)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"265","Laekin Vakalahi (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"266","C.J. Ravenell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Denzel Daxon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"268","David Olajiga (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"269","Gottlieb Ayedze (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","Casey Rogers (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Nate Lynn (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"272","Anthony Goodlow (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","James Ester (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"274","Fabien Lovett Sr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"275","Trajan Jeffcoat (NO)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"276","Jotham Russell (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Kenny Dyson Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Dashaun Mallory (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Dondrea Tillman (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","Jamie Sheriff (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Camron Peterson (NO)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Carl Jones Jr. (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","Adisa Isaac (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"284","Marshawn Kneeland (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"285","Mohamed Kamara (MIA)","0","1","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"286","Austin Booker (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"287","Brennan Jackson (LAR)","1","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"288","Jalyx Hunt (PHI)","1","0","1","0","0","1","0","0","1","0.0","0.0","0.1%"
"289","Gabe Hall (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"290","Jordan Jefferson (JAC)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"291","Brandon Dorlus (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
