"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Taysom Hill (NO)","8","10","50","6.3","14","0","0","7","138","3","1","1","34.5","34.5","45.2%"
"2","Jonnu Smith (MIA)","6","8","101","16.8","57","1","2","0","0","0","0","1","22.1","22.1","32.2%"
"3","Brock Bowers (LV)","13","16","126","9.7","23","1","1","1","-3","0","0","1","18.3","18.3","97.9%"
"4","Noah Gray (KC)","4","5","23","5.8","14","0","2","0","0","0","0","1","14.3","14.3","3.0%"
"5","Will Dissly (LAC)","4","6","80","20.0","29","3","1","0","0","0","0","1","14.0","14.0","30.7%"
"6","Zach Ertz (WAS)","6","7","47","7.8","16","0","1","0","0","0","0","1","12.7","12.7","54.2%"
"7","David Njoku (CLE)","9","9","81","9.0","18","0","0","0","0","0","0","1","10.1","10.1","88.5%"
"8","Juwan Johnson (NO)","3","3","30","10.0","20","1","1","0","0","0","0","1","9.0","9.0","4.8%"
"9","Colby Parkinson (LAR)","1","1","19","19.0","19","0","1","0","0","0","0","1","7.9","7.9","16.3%"
"10","Nate Adkins (DEN)","1","1","12","12.0","12","0","1","0","0","0","0","1","7.2","7.2","0.0%"
"11","Kenny Yeboah (NYJ)","1","1","11","11.0","11","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"12","Brock Wright (DET)","1","1","5","5.0","5","0","1","0","0","0","0","1","6.5","6.5","1.0%"
"13","Hunter Henry (NE)","6","9","63","10.5","15","0","0","0","0","0","0","1","6.3","6.3","53.6%"
"14","Dallas Goedert (PHI)","5","5","61","12.2","32","2","0","0","0","0","0","1","6.1","6.1","82.0%"
"15","Luke Schoonmaker (DAL)","6","10","56","9.3","24","1","0","0","0","0","0","1","5.6","5.6","6.2%"
"16","Isaiah Likely (BAL)","4","5","75","18.8","42","1","0","0","0","0","1","1","5.5","5.5","46.3%"
"17","Foster Moreau (NO)","3","4","50","16.7","22","1","0","0","0","0","0","1","5.0","5.0","0.9%"
"18","Cole Kmet (CHI)","3","3","42","14.0","25","1","0","0","0","0","0","1","4.2","4.2","56.1%"
"19","Brevyn Spann-Ford (DAL)","4","5","42","10.5","17","0","0","0","0","0","0","1","4.2","4.2","0.1%"
"20","Darnell Washington (PIT)","2","4","42","21.0","25","1","0","0","0","0","0","1","4.2","4.2","0.3%"
"21","Dawson Knox (BUF)","4","6","40","10.0","24","1","0","0","0","0","0","1","4.0","4.0","6.3%"
"22","Austin Hooper (NE)","4","4","35","8.8","19","0","0","0","0","0","0","1","3.5","3.5","0.7%"
"23","Josh Oliver (MIN)","3","3","34","11.3","21","1","0","0","0","0","0","1","3.4","3.4","0.3%"
"24","Dalton Schultz (HOU)","5","7","33","6.6","12","0","0","0","0","0","0","1","3.3","3.3","57.5%"
"25","Julian Hill (MIA)","2","3","28","14.0","17","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"26","Evan Engram (JAC)","5","7","28","5.6","9","0","0","0","0","0","0","1","2.8","2.8","86.8%"
"27","Mark Andrews (BAL)","2","3","22","11.0","14","0","0","0","0","0","0","1","2.2","2.2","91.0%"
"28","Shane Zylstra (DET)","1","1","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","0.0%"
"29","Chig Okonkwo (TEN)","2","4","19","9.5","12","0","0","0","0","0","0","1","1.9","1.9","6.8%"
"30","Jordan Akins (CLE)","1","4","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","0.7%"
"31","John Bates (WAS)","2","3","17","8.5","9","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"32","Mo Alie-Cox (IND)","2","3","17","8.5","12","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"33","Cade Stover (HOU)","2","2","15","7.5","12","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"34","AJ Barner (SEA)","2","4","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","1.7%"
"35","Pat Freiermuth (PIT)","2","2","14","7.0","9","0","0","0","0","0","0","1","1.4","1.4","48.7%"
"36","T.J. Hockenson (MIN)","2","3","13","6.5","9","0","0","0","0","0","0","1","1.3","1.3","79.1%"
"37","Tanner Hudson (CIN)","2","2","13","6.5","9","0","0","0","0","0","0","1","1.3","1.3","0.8%"
"38","Johnny Mundt (MIN)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.6%"
"39","Peyton Hendershot (KC)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"40","Jake Ferguson (DAL)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","82.4%"
"41","Kyle Pitts (ATL)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","89.9%"
"42","Travis Kelce (KC)","2","4","8","4.0","6","0","0","0","0","0","0","1","0.8","0.8","99.7%"
"43","Drew Ogletree (IND)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"44","Tyler Conklin (NYJ)","1","2","7","7.0","7","0","0","1","0","0","0","1","0.7","0.7","16.2%"
"45","Eric Saubert (SF)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.2%"
"46","Josh Whyle (TEN)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"47","Tucker Fisk (LAC)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"48","Brenton Strange (JAC)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","9.9%"
"49","Nick Vannett (TEN)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"50","Jeremy Ruckert (NYJ)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"51","Drew Sample (CIN)","1","2","9","9.0","9","0","0","1","-4","0","0","1","0.5","0.5","0.1%"
"52","Michael Mayer (LV)","1","3","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","2.3%"
"53","Ross Dwelley (ATL)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"54","Zach Davidson (BUF)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"55","Kylen Granson (IND)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.2%"
"56","Luke Farrell (JAC)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"57","Durham Smythe (MIA)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"58","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Matt Sokol (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Donald Parham Jr. (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Jody Fortson Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Adam Trautman (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"64","N'Keal Harry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Tommy Sweeney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Irv Smith Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Harrison Bryant (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"69","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"71","Josiah Deguara (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Mitchell Wilcox (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Charlie Woerner (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Sean McKeon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Tommy Tremble (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"80","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Ben Sims (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"82","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Joel Wilson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Tucker Kraft (GB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","45.0%"
