"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Nick Bosa (SF)","4","1","1","0","0","1","1","0","1","21.3","21.3","53.8%"
"2","Dorance Armstrong Jr. (WAS)","3","2","1.5","0","0","1","0","0","1","18.5","18.5","1.4%"
"3","Chris Jones (KC)","3","1","2","0","0","0","0","0","1","18.3","18.3","19.7%"
"4","Myles Garrett (CLE)","3","0","2","0","0","0","0","0","1","17.5","17.5","46.5%"
"5","Kevin Givens (SF)","2","1","2.5","0","0","0","0","0","1","16.3","16.3","0.1%"
"6","Maliek Collins (SF)","2","1","1.5","0","0","0","1","0","1","16.3","16.3","1.7%"
"7","Emmanuel Ogbah (MIA)","3","3","0","1","1","0","0","0","1","15.8","15.8","3.3%"
"8","Montez Sweat (CHI)","2","0","1","1","0","1","0","0","1","15.0","15.0","15.6%"
"9","Braden Fiske (LAR)","2","2","1","0","0","1","0","0","1","15.0","15.0","3.4%"
"10","Payton Turner (NO)","2","1","1","0","0","1","0","0","1","14.3","14.3","0.1%"
"11","Deatrich Wise Jr. (NE)","2","4","1","1","0","0","0","0","1","14.0","14.0","0.7%"
"12","Yaya Diaby (TB)","2","0","1","0","0","1","0","0","1","13.5","13.5","2.7%"
"13","Sebastian Joseph-Day (TEN)","3","3","1","0","0","0","0","0","1","13.3","13.3","0.8%"
"14","Jonathan Allen (WAS)","4","1","1","0","0","0","0","0","1","13.3","13.3","3.0%"
"15","Vita Vea (TB)","2","1","1","0","0","0","0","0","1","12.8","12.8","4.1%"
"16","Evan Anderson (SF)","1","1","1","0","0","1","0","0","1","12.8","12.8","0.0%"
"17","Cameron Heyward (PIT)","2","4","1","0","0","0","0","0","1","12.5","12.5","11.3%"
"18","T'Vondre Sweat (TEN)","3","3","0","0","0","0","0","0","1","11.8","11.8","1.3%"
"19","Logan Hall (TB)","2","1","1","1","0","0","0","0","1","11.8","11.8","0.1%"
"20","Anthony Nelson (TB)","3","1","1","0","0","0","0","0","1","11.8","11.8","0.1%"
"21","Dayo Odeyingbo (IND)","1","2","1.5","0","0","0","0","0","1","11.5","11.5","0.9%"
"22","Adam Butler (LV)","4","2","0","1","0","0","0","0","1","11.5","11.5","7.3%"
"23","Larry Ogunjobi (PIT)","3","3","0.5","0","0","0","0","0","1","11.3","11.3","0.6%"
"24","Derick Hall (SEA)","2","2","1","0","0","0","0","0","1","11.0","11.0","3.3%"
"25","Jarran Reed (SEA)","2","2","1","0","0","0","0","0","1","11.0","11.0","1.6%"
"26","Kayvon Thibodeaux (NYG)","2","1","1","0","0","0","0","0","1","10.3","10.3","16.3%"
"27","Tuli Tuipulotu (LAC)","1","4","0","1","0","1","0","0","1","10.0","10.0","5.0%"
"28","Michael Hoecht (LAR)","2","0","1","0","0","0","0","0","1","9.5","9.5","1.3%"
"29","Pat Jones II (MIN)","1","2","1","0","0","0","0","0","1","9.5","9.5","1.7%"
"30","Roy Robertson-Harris (SEA)","2","0","1","0","0","0","0","0","1","9.5","9.5","0.1%"
"31","Sam Okuayinonu (SF)","2","0","0","0","0","1","0","0","1","9.5","9.5","0.6%"
"32","John Franklin-Myers (DEN)","1","2","1","0","0","0","0","0","1","9.5","9.5","0.5%"
"33","Nik Bonitto (DEN)","1","2","1","0","0","0","0","0","1","9.5","9.5","3.7%"
"34","Brandon Graham (PHI)","2","0","1","0","0","0","0","0","1","9.5","9.5","0.3%"
"35","Zach Allen (DEN)","4","1","0","0","0","0","0","0","1","9.3","9.3","15.2%"
"36","Calais Campbell (MIA)","4","1","0","0","0","0","0","0","1","9.3","9.3","6.4%"
"37","Dre'Mont Jones (SEA)","1","1","1","0","0","0","0","0","1","8.8","8.8","0.7%"
"38","DeMarcus Lawrence (DAL)","1","1","1","0","0","0","0","0","1","8.8","8.8","5.8%"
"39","Gervon Dexter Sr. (CHI)","1","1","1","0","0","0","0","0","1","8.8","8.8","2.6%"
"40","Isaiah McGuire (CLE)","1","1","0","0","0","1","0","0","1","8.8","8.8","0.1%"
"41","Odafe Oweh (BAL)","1","1","1","0","0","0","0","0","1","8.8","8.8","3.7%"
"42","Tim Settle Jr. (HOU)","4","0","0","0","0","0","0","0","1","8.5","8.5","0.6%"
"43","Grover Stewart (IND)","1","1","0.5","1","0","0","0","0","1","8.3","8.3","5.2%"
"44","Arden Key (TEN)","1","0","0","0","0","0","1","0","1","8.0","8.0","3.2%"
"45","Jeremiah Ledbetter (JAC)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.1%"
"46","Josh Sweat (PHI)","1","0","1","0","0","0","0","0","1","8.0","8.0","4.7%"
"47","DJ Reader (DET)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.7%"
"48","Roy Lopez (ARI)","2","3","0","0","0","0","0","0","1","7.8","7.8","0.7%"
"49","James Smith-Williams (ATL)","2","3","0","0","0","0","0","0","1","7.8","7.8","0.1%"
"50","Jared Verse (LAR)","3","1","0","0","0","0","0","0","1","7.8","7.8","20.4%"
"51","Chase Young (NO)","3","0","0","0","0","0","0","0","1","7.0","7.0","2.4%"
"52","Keeanu Benton (PIT)","3","0","0","0","0","0","0","0","1","7.0","7.0","0.3%"
"53","Dawuane Smoot (BUF)","2","2","0","0","0","0","0","0","1","7.0","7.0","0.0%"
"54","Jonathan Greenard (MIN)","4","1","0","0","0","0","0","0","1","6.8","6.8","17.3%"
"55","Devonte Wyatt (GB)","2","1","0","0","0","0","0","0","1","6.3","6.3","1.1%"
"56","Mazi Smith (DAL)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.3%"
"57","DeWayne Carter (BUF)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.1%"
"58","Brian Burns (NYG)","2","1","0","0","0","0","0","0","1","6.3","6.3","27.9%"
"59","Harrison Phillips (MIN)","2","4","0","0","0","0","0","0","1","6.0","6.0","3.6%"
"60","Levi Onwuzurike (ARI)","2","1","0.5","0","0","0","0","0","1","5.8","5.8","0.5%"
"61","Alim McNeill (DET)","1","1","0.5","1","0","0","0","0","1","5.8","5.8","2.0%"
"62","Greg Rousseau (BUF)","2","0","0","0","0","0","0","0","1","5.5","5.5","18.9%"
"63","Keion White (NE)","1","2","0","0","0","0","0","0","1","5.5","5.5","17.9%"
"64","Osa Odighizuwa (DAL)","3","1","0","0","0","0","0","0","1","5.3","5.3","1.6%"
"65","Kenny Clark (GB)","3","1","0","0","0","0","0","0","1","5.3","5.3","1.6%"
"66","LaBryan Ray (CAR)","3","1","0","0","0","0","0","0","1","5.3","5.3","0.2%"
"67","Zach Sieler (MIA)","2","3","0","0","0","0","0","0","1","5.3","5.3","7.3%"
"68","K'Lavon Chaisson (LV)","3","1","0","0","0","0","0","0","1","5.3","5.3","0.0%"
"69","Malcolm Roach (DEN)","1","2","0.5","0","0","0","0","0","1","5.0","5.0","0.1%"
"70","Arnold Ebiketie (ATL)","1","1","0","0","0","0","0","0","1","4.8","4.8","5.5%"
"71","Da'Shawn Hand (MIA)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.2%"
"72","Marshawn Kneeland (DAL)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.8%"
"73","Jerry Tillery (MIN)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.1%"
"74","Bilal Nichols (ARI)","2","2","0","0","0","0","0","0","1","4.5","4.5","0.1%"
"75","Joshua Uche (KC)","3","0","0","0","0","0","0","0","1","4.5","4.5","0.1%"
"76","Zach Harrison (ATL)","1","4","0","0","0","0","0","0","1","4.5","4.5","0.1%"
"77","Lukas Van Ness (GB)","3","0","0","0","0","0","0","0","1","4.5","4.5","2.1%"
"78","Maason Smith (JAC)","3","0","0","0","0","0","0","0","1","4.5","4.5","1.1%"
"79","Thomas Booker IV (PHI)","2","2","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"80","Daron Payne (WAS)","1","1","0.5","0","0","0","0","0","1","4.3","4.3","7.3%"
"81","Janarius Robinson (LV)","1","1","0.5","0","0","0","0","0","1","4.3","4.3","0.0%"
"82","Christian Elliss (NE)","0","0","0","0","0","0","1","0","1","4.0","4.0","2.1%"
"83","Ben Stille (ARI)","0","0","0","0","0","0","1","0","1","4.0","4.0","1.3%"
"84","Benito Jones (MIA)","1","3","0","0","0","0","0","0","1","3.8","3.8","0.1%"
"85","DeMarcus Walker (CHI)","2","1","0","0","0","0","0","0","1","3.8","3.8","1.1%"
"86","Jonathon Cooper (DEN)","2","1","0","0","0","0","0","0","1","3.8","3.8","10.4%"
"87","Poona Ford (LAC)","1","1","0","1","0","0","0","0","1","3.8","3.8","0.3%"
"88","Chris Braswell (TB)","2","1","0","0","0","0","0","0","1","3.8","3.8","1.2%"
"89","Nolan Smith Jr. (PHI)","1","3","0","0","0","0","0","0","1","3.8","3.8","1.9%"
"90","Jaelan Phillips (MIA)","1","1","0","1","0","0","0","0","1","3.8","3.8","6.2%"
"91","Davon Godchaux (NE)","1","3","0","0","0","0","0","0","1","3.8","3.8","1.7%"
"92","George Karlaftis III (KC)","2","1","0","0","0","0","0","0","1","3.8","3.8","9.2%"
"93","Grady Jarrett (ATL)","2","1","0","0","0","0","0","0","1","3.8","3.8","2.2%"
"94","Travis Jones (BAL)","1","3","0","0","0","0","0","0","1","3.8","3.8","0.7%"
"95","Josh Hines-Allen (JAC)","2","1","0","0","0","0","0","0","1","3.8","3.8","38.4%"
"96","Trey Hendrickson (CIN)","1","1","0","1","0","0","0","0","1","3.8","3.8","28.1%"
"97","Joseph Ossai (CIN)","1","3","0","0","0","0","0","0","1","3.8","3.8","0.6%"
"98","Jonathan Bullard (MIN)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.3%"
"99","Tyquan Lewis (IND)","0","2","0.5","0","0","0","0","0","1","3.5","3.5","0.3%"
"100","Bruce Hector (NYJ)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"101","Zach Carter (LV)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"102","Charles Harris (CAR)","2","0","0","0","0","0","0","0","1","3.0","3.0","2.1%"
"103","Arik Armstead (JAC)","2","0","0","0","0","0","0","0","1","3.0","3.0","1.0%"
"104","Dexter Lawrence II (NYG)","2","0","0","0","0","0","0","0","1","3.0","3.0","18.4%"
"105","Felix Anudike-Uzomah (KC)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.2%"
"106","Derek Barnett (HOU)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.2%"
"107","Will Anderson Jr. (HOU)","2","0","0","0","0","0","0","0","1","3.0","3.0","30.7%"
"108","Myles Adams (SEA)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"109","Nick Thurman (FA)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"110","Byron Young (LAR)","1","2","0","0","0","0","0","0","1","3.0","3.0","15.8%"
"111","Shelby Harris (CLE)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.6%"
"112","Darrell Taylor (CHI)","1","0","0","1","0","0","0","0","1","3.0","3.0","2.0%"
"113","Otito Ogbonnia (LAC)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"114","James Lynch (TEN)","0","4","0","0","0","0","0","0","1","3.0","3.0","5.0%"
"115","Carl Granderson (NO)","2","0","0","0","0","0","0","0","1","3.0","3.0","12.4%"
"116","Malik Herring (KC)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"117","Dante Stills (ARI)","1","2","0","0","0","0","0","0","1","3.0","3.0","1.3%"
"118","Christian Wilkins (LV)","0","1","0.5","0","0","0","0","0","1","2.8","2.8","9.8%"
"119","Karl Brooks (GB)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.7%"
"120","Johnathan Hankins (SEA)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"121","Brent Urban (BAL)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"122","Milton Williams (PHI)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.7%"
"123","Jeremiah Pharms Jr. (NE)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"124","Mike Pennel Jr. (KC)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"125","Jalen Carter (PHI)","0","1","0","1","0","0","0","0","1","2.3","2.3","12.7%"
"126","Eric Johnson II (NE)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"127","D.J. Jones (DEN)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.5%"
"128","DaVon Hamilton (JAC)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.4%"
"129","Laiatu Latu (IND)","0","1","0","1","0","0","0","0","1","2.3","2.3","6.2%"
"130","Micheal Clemons (NYJ)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.2%"
"131","Josh Paschal (DET)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.3%"
"132","Jay Tufele (CIN)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"133","Taven Bryan (IND)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"134","Mario Edwards Jr. (HOU)","0","3","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"135","A'Shawn Robinson (CAR)","0","1","0","1","0","0","0","0","1","2.3","2.3","6.7%"
"136","Andrew Billings (CHI)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"137","Neville Gallimore (LAR)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"138","Bobby Brown III (LAR)","0","3","0","0","0","0","0","0","1","2.3","2.3","0.2%"
"139","David Ojabo (BAL)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.0%"
"140","D.J. Davidson (FA)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"141","Kobie Turner (LAR)","0","3","0","0","0","0","0","0","1","2.3","2.3","14.5%"
"142","David Onyemata (ATL)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.1%"
"143","Folorunso Fatukasi (HOU)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"144","Raekwon Davis (IND)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"145","Jer'Zhan Newton (WAS)","1","0","0","0","0","0","0","0","1","1.5","1.5","1.4%"
"146","Isaiahh Loudermilk (PIT)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"147","Kris Jenkins Jr. (CIN)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.9%"
"148","Quinnen Williams (NYJ)","1","0","0","0","0","0","0","0","1","1.5","1.5","15.0%"
"149","Nnamdi Madubuike (BAL)","1","0","0","0","0","0","0","0","1","1.5","1.5","13.8%"
"150","Julian Okwara (ARI)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"151","William Gholston (TB)","1","0","0","0","0","0","0","0","1","1.5","1.5","3.0%"
