"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"55","Trey Hendrickson (CIN)","1","0","1","0","0","0","0","0","1","8.0","8.0","28.1%"
"56","Milton Williams (PHI)","2","0","0","0","0","0","0","0","1","8.0","8.0","0.7%"
"57","Mike Pennel Jr. (KC)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.1%"
"58","Javon Kinlaw (NYJ)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.3%"
"59","Jalen Redmond (MIN)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.0%"
"60","Sam Okuayinonu (SF)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.6%"
"61","Maliek Collins (SF)","1","0","1","0","0","0","0","0","1","8.0","8.0","1.7%"
"62","DeMarcus Walker (CHI)","3","4","0","0","0","0","0","0","1","7.5","7.5","1.1%"
"63","Grover Stewart (IND)","0","4","0","0","0","0","1","0","1","7.0","7.0","5.2%"
"64","Raekwon Davis (IND)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.0%"
"65","Travon Walker (JAC)","1","3","0","0","0","0","0","0","1","6.3","6.3","19.5%"
"66","Bilal Nichols (ARI)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.1%"
"67","C.J. Brewer (TB)","1","1","0","1","0","0","0","0","1","6.3","6.3","1.0%"
"68","Braden Fiske (LAR)","1","1","0","0","0","0","1","0","1","6.3","6.3","3.4%"
"69","Emmanuel Ogbah (MIA)","2","1","0","0","0","0","0","0","1","6.3","6.3","3.3%"
"70","Kobie Turner (LAR)","3","2","0","0","0","0","0","0","1","6.0","6.0","14.5%"
"71","Davon Godchaux (NE)","3","2","0","0","0","0","0","0","1","6.0","6.0","1.7%"
"72","Gervon Dexter Sr. (CHI)","3","2","0","0","0","0","0","0","1","6.0","6.0","2.6%"
"73","Travis Jones (BAL)","4","0","0","0","0","0","0","0","1","6.0","6.0","0.7%"
"74","Rakeem Nunez-Roches (NYG)","0","5","0.5","0","0","0","0","0","1","5.8","5.8","0.7%"
"75","Kayvon Thibodeaux (NYG)","2","1","0.5","0","0","0","0","0","1","5.8","5.8","16.3%"
"76","Zach Carter (LV)","2","1","0.5","0","0","0","0","0","1","5.8","5.8","0.0%"
"77","Johnathan Hankins (SEA)","1","2","0","0","0","0","0","0","1","5.5","5.5","0.1%"
"78","DeMarcus Lawrence (DAL)","2","3","0","0","0","0","0","0","1","5.3","5.3","5.8%"
"79","Mike Danna (KC)","3","1","0","0","0","0","0","0","1","5.3","5.3","1.1%"
"80","Tershawn Wharton (KC)","2","1","0","1","0","0","0","0","1","5.3","5.3","0.5%"
"81","Morgan Fox (LAC)","3","1","0","0","0","0","0","0","1","5.3","5.3","0.1%"
"82","T'Vondre Sweat (TEN)","3","1","0","0","0","0","0","0","1","5.3","5.3","1.3%"
"83","Danielle Hunter (HOU)","1","1","0","0","0","0","0","0","1","4.8","4.8","45.7%"
"84","Logan Hall (TB)","0","1","0","0","0","0","1","0","1","4.8","4.8","0.1%"
"85","Tyler Davis (LAR)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"86","George Karlaftis III (KC)","1","1","0","0","0","0","0","0","1","4.8","4.8","9.2%"
"87","Pat Jones II (MIN)","1","1","0","0","0","0","0","0","1","4.8","4.8","1.7%"
"88","Nick Bosa (SF)","1","1","0","0","0","0","0","0","1","4.8","4.8","53.8%"
"89","Maxx Crosby (LV)","1","2","0","1","0","0","0","0","1","4.5","4.5","60.7%"
"90","Daniel Ekuale (NE)","2","2","0","0","0","0","0","0","1","4.5","4.5","1.0%"
"91","Mazi Smith (DAL)","3","0","0","0","0","0","0","0","1","4.5","4.5","0.3%"
"92","Jer'Zhan Newton (WAS)","2","2","0","0","0","0","0","0","1","4.5","4.5","1.4%"
"93","Poona Ford (LAC)","2","2","0","0","0","0","0","0","1","4.5","4.5","0.3%"
"94","Solomon Thomas (NYJ)","1","1","0.5","0","0","0","0","0","1","4.3","4.3","0.1%"
"95","Khyiris Tonga (ARI)","1","3","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"96","Ta'Quon Graham (ATL)","2","1","0","0","0","0","0","0","1","3.8","3.8","1.0%"
"97","Sam Hubbard (CIN)","2","1","0","0","0","0","0","0","1","3.8","3.8","13.7%"
"98","Ed Oliver (BUF)","2","1","0","0","0","0","0","0","1","3.8","3.8","4.3%"
"99","John Jenkins (LV)","1","3","0","0","0","0","0","0","1","3.8","3.8","0.8%"
"100","Arden Key (TEN)","2","1","0","0","0","0","0","0","1","3.8","3.8","3.2%"
"101","Michael Pierce (BAL)","1","1","0","1","0","0","0","0","1","3.8","3.8","0.6%"
"102","Nesta Jade Silvera (SF)","1","3","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"103","Chase Young (NO)","1","3","0","0","0","0","0","0","1","3.8","3.8","2.4%"
"104","Folorunso Fatukasi (HOU)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.7%"
"105","Jared Verse (LAR)","1","3","0","0","0","0","0","0","1","3.8","3.8","20.4%"
"106","Nathan Shepherd (NO)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.2%"
"107","Leonard Taylor III (NYJ)","0","2","0.5","0","0","0","0","0","1","3.5","3.5","0.1%"
"108","Jay Tufele (CIN)","0","2","0.5","0","0","0","0","0","1","3.5","3.5","0.1%"
"109","Christian Wilkins (LV)","0","2","0.5","0","0","0","0","0","1","3.5","3.5","9.8%"
"110","Charles Harris (CAR)","2","0","0","0","0","0","0","0","1","3.0","3.0","2.1%"
"111","Larry Ogunjobi (PIT)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.6%"
"112","Isaiahh Loudermilk (PIT)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"113","Tyree Wilson (LV)","2","0","0","0","0","0","0","0","1","3.0","3.0","1.2%"
"114","Michael Hoecht (LAR)","1","2","0","0","0","0","0","0","1","3.0","3.0","1.3%"
"115","Tavius Robinson (BAL)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"116","Harrison Phillips (MIN)","1","0","0","1","0","0","0","0","1","3.0","3.0","3.6%"
"117","Mekhi Wingo (DET)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"118","Adam Butler (LV)","1","2","0","0","0","0","0","0","1","3.0","3.0","7.3%"
"119","Josh Hines-Allen (JAC)","1","2","0","0","0","0","0","0","1","3.0","3.0","38.4%"
"120","Roy Lopez (ARI)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.7%"
"121","Jordan Jackson (DEN)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"122","Bobby Brown III (LAR)","0","4","0","0","0","0","0","0","1","3.0","3.0","0.2%"
"123","Neville Gallimore (LAR)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"124","Osa Odighizuwa (DAL)","1","2","0","0","0","0","0","0","1","3.0","3.0","1.6%"
"125","Jaelan Phillips (MIA)","0","2","0","1","0","0","0","0","1","3.0","3.0","6.2%"
"126","Grady Jarrett (ATL)","1","2","0","0","0","0","0","0","1","3.0","3.0","2.2%"
"127","Dante Fowler Jr. (WAS)","0","1","0.5","0","0","0","0","0","1","2.8","2.8","10.4%"
"128","Dorance Armstrong Jr. (WAS)","0","1","0.5","0","0","0","0","0","1","2.8","2.8","1.4%"
"129","Micheal Clemons (NYJ)","0","1","0.5","0","0","0","0","0","1","2.8","2.8","0.2%"
"130","Nolan Smith Jr. (PHI)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.9%"
"131","Brandon Graham (PHI)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.3%"
"132","Otito Ogbonnia (LAC)","0","3","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"133","Jeremiah Pharms Jr. (NE)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"134","Josh Sweat (PHI)","1","1","0","0","0","0","0","0","1","2.3","2.3","4.7%"
"135","Yaya Diaby (TB)","1","1","0","0","0","0","0","0","1","2.3","2.3","2.7%"
"136","A'Shawn Robinson (CAR)","0","3","0","0","0","0","0","0","1","2.3","2.3","6.7%"
"137","Alex Wright (CLE)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"138","Kris Jenkins Jr. (CIN)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.9%"
"139","Marcus Davenport (DET)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"140","Andrew Billings (CHI)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"141","Chop Robinson (MIA)","1","0","0","0","0","0","0","0","1","1.5","1.5","2.8%"
"142","Darrell Taylor (CHI)","1","0","0","0","0","0","0","0","1","1.5","1.5","2.0%"
"143","Jerry Tillery (MIN)","0","0","0","1","0","0","0","0","1","1.5","1.5","0.1%"
"144","Karl Brooks (GB)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"145","Robert Beal Jr. (SF)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.6%"
"146","Greg Rousseau (BUF)","1","0","0","0","0","0","0","0","1","1.5","1.5","18.9%"
"147","Daron Payne (WAS)","1","0","0","0","0","0","0","0","1","1.5","1.5","7.3%"
"148","Xavier Thomas (ARI)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"149","Eddie Goldman (ATL)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"150","Joseph Ossai (CIN)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.6%"
"151","Jordan Elliott (SF)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"152","Bo Richter (MIN)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"153","Arnold Ebiketie (ATL)","1","0","0","0","0","0","0","0","1","1.5","1.5","5.5%"
"154","Justin Jones (ARI)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"155","Kenny Clark (GB)","1","0","0","0","0","0","0","0","1","1.5","1.5","1.6%"
"156","Austin Johnson (BUF)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"157","Chris Jones (KC)","0","2","0","0","0","0","0","0","1","1.5","1.5","19.7%"
"158","Andre Jones Jr. (WAS)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"159","Teair Tart (LAC)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"160","Greg Gaines (TB)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"161","Khalil Davis (SF)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"162","Kentavius Street (ATL)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"163","DeShawn Williams (CAR)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"164","Myles Garrett (CLE)","1","0","0","0","0","0","0","0","1","1.5","1.5","46.5%"
"165","Jonathan Allen (WAS)","1","0","0","0","0","0","0","0","1","1.5","1.5","3.0%"
"166","Chris Williams (CHI)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"167","Thomas Booker IV (PHI)","0","0","0","1","0","0","0","0","1","1.5","1.5","0.0%"
"168","Janarius Robinson (LV)","0","0","0","1","0","0","0","0","1","1.5","1.5","0.0%"
"169","Ali Gaye (TEN)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"170","James Smith-Williams (ATL)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"171","Sam Kamara (CLE)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"172","Desjuan Johnson (LAR)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"173","Lawrence Guy Sr. (FA)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"174","Jonah Laulu (LV)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"175","Sebastian Joseph-Day (TEN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.8%"
"176","Scott Matlock (LAC)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.2%"
"177","Kevin Givens (SF)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"178","Jaylen Harrell (TEN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"179","Mario Edwards Jr. (HOU)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"180","Dayo Odeyingbo (IND)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.9%"
"181","Eric Johnson II (NE)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"182","Jerry Hughes (HOU)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"183","John Ridgeway III (NO)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"184","Dean Lowry (PIT)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"185","Quinton Jefferson (BUF)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"186","DaQuan Jones (BUF)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"187","Keondre Coburn (TEN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"188","Julian Okwara (ARI)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"189","Chris Braswell (TB)","0","1","0","0","0","0","0","0","1","0.8","0.8","1.2%"
"190","Chauncey Golston (DAL)","0","1","0","0","0","0","0","0","1","0.8","0.8","9.0%"
"191","DJ Reader (DET)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.7%"
"192","D.J. Jones (DEN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.5%"
"193","Levi Onwuzurike (ARI)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.5%"
"194","Tyler Lacy (JAC)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"195","Keeanu Benton (PIT)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.3%"
"196","David Ojabo (BAL)","0","1","0","0","0","0","0","0","1","0.8","0.8","1.0%"
"197","D.J. Davidson (FA)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"198","T.J. Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Kameron Cline (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Jonah Williams (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Myles Adams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Marcus Webb (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Bill Murray (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","LaCale London (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Domenique Davis (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Micah Parsons (DAL)","4","1","0","0","0","0","0","0","1","0.0","0.0","49.6%"
"207","William Bradley-King (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Casey Toohill (BUF)","1","1","1","0","0","0","1","0","1","0.0","0.0","0.0%"
"209","Broderick Washington Jr. (BAL)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"210","Alex Highsmith (PIT)","1","0","0","0","0","0","0","0","1","0.0","0.0","10.0%"
"211","McTelvin Agim (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Khalid Kareem (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Benito Jones (MIA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"214","D.J. Wonnum (CAR)","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"215","Jonathan Garvin (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Breiden Fehoko (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Cam Gill (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Bryce Huff (PHI)","0","0","0","0","0","0","0","0","1","0.0","0.0","2.6%"
"219","Malcolm Roach (DEN)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"220","Carlo Kemp (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Zaven Collins (ARI)","3","1","0","0","0","0","0","0","1","0.0","0.0","3.4%"
"222","Junior Aho (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Kadeem Telfort (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Kenneth Odumegwu (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","David Agoha (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","CJ Okoye (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Truman Jones (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Eku Leota (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Cory Durden (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Chris Smith (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Keshawn Banks (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Jacob Slade (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Trevor Nowaske (DET)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"234","BJ Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Jordon Riley (NYG)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"236","Andrew Farmer II (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Cameron Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Jose Ramirez (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Shakel Brown (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","TK McLendon Jr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Caleb Murphy (LAC)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"242","DJ Coleman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Dylan Horton (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Tyrus Wheat (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"245","Isaiah Land (IND)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"246","Dallas Turner (MIN)","0","0","0","0","0","0","0","0","0","0","0","5.7%"
"247","Michael Hall Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","McKinnley Jackson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Maason Smith (JAC)","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"250","Mitchell Agude (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Brandon Pili (SEA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"252","Kilian Zierer (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Brandon Bouyer-Randle (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Markees Watts (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Marcus Haynes (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Thomas Incoom (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Demontrey Jacobs (NE)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"258","Alex Palczewski (DEN)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"259","Titus Leo (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"260","Brodric Martin (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"261","Adisa Isaac (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"262","Dylan Cook (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"263","Mike Greene (TB)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"264","Jalen McKenzie (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"265","Bralen Trice (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"266","Nick Hampton (LAR)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"267","D.J. Johnson (CAR)","1","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"268","Isaiah McGuire (CLE)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"269","Gabriel Murphy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","Moro Ojomo (PHI)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"271","Mike Morris (SEA)","1","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"272","Yasir Abdullah (JAC)","2","1","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"273","Nick Herbig (PIT)","3","0","2","0","0","1","0","0","1","0.0","0.0","1.5%"
"274","Travis Bell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"275","Laekin Vakalahi (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"276","C.J. Ravenell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Denzel Daxon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","David Olajiga (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Isaac Ukwu (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","Gottlieb Ayedze (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Casey Rogers (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Nate Lynn (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","Anthony Goodlow (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"284","James Ester (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"285","Fabien Lovett Sr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"286","Trajan Jeffcoat (NO)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Carl Jones Jr. (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Jotham Russell (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"289","Kenny Dyson Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
