"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Taysom Hill (NO)","0","0","0","0","0","0","0","6","24","2","0","1","14.4","14.4","45.2%"
"2","Pat Freiermuth (PIT)","5","7","57","11.4","29","1","1","0","0","0","0","1","11.7","11.7","48.7%"
"3","Tucker Kraft (GB)","6","9","53","8.8","21","1","1","0","0","0","1","1","11.3","11.3","45.0%"
"4","George Kittle (SF)","4","4","45","11.3","15","0","1","0","0","0","0","1","10.5","10.5","99.1%"
"5","Travis Kelce (KC)","7","9","89","12.7","38","1","0","0","0","0","0","1","8.9","8.9","99.7%"
"6","AJ Barner (SEA)","2","2","27","13.5","18","0","1","0","0","0","0","1","8.7","8.7","1.7%"
"7","Drew Ogletree (IND)","1","1","15","15.0","15","0","1","0","0","0","0","1","7.5","7.5","0.0%"
"8","Austin Hooper (NE)","2","2","13","6.5","8","0","1","0","0","0","0","1","7.3","7.3","0.7%"
"9","Blake Whiteheart (CLE)","3","3","13","4.3","7","0","1","0","0","0","0","1","7.3","7.3","0.0%"
"10","Josh Oliver (MIN)","2","2","10","5.0","8","0","1","0","0","0","0","1","7.0","7.0","0.3%"
"11","Dallas Goedert (PHI)","7","8","62","8.9","18","0","0","0","0","0","0","1","6.2","6.2","82.0%"
"12","Sam LaPorta (DET)","4","4","53","13.3","30","1","0","0","0","0","0","1","5.3","5.3","95.8%"
"13","Cade Otton (TB)","6","9","52","8.7","16","0","0","0","0","0","0","1","5.2","5.2","65.0%"
"14","Jake Ferguson (DAL)","7","7","49","7.0","9","0","0","0","0","0","0","1","4.9","4.9","82.4%"
"15","Dalton Kincaid (BUF)","5","7","47","9.4","25","1","0","0","0","0","0","1","4.7","4.7","83.7%"
"16","Zach Ertz (WAS)","3","3","22","7.3","13","0","0","0","0","0","0","1","4.2","4.2","54.2%"
"17","Noah Gray (KC)","4","4","40","10.0","29","1","0","0","0","0","0","1","4.0","4.0","3.0%"
"18","Cole Kmet (CHI)","3","3","34","11.3","22","1","0","0","0","0","0","1","3.4","3.4","56.1%"
"19","Dalton Schultz (HOU)","3","5","34","11.3","23","1","0","0","0","0","0","1","3.4","3.4","57.5%"
"20","Colby Parkinson (LAR)","4","7","33","8.3","11","0","0","0","0","0","0","1","3.3","3.3","16.3%"
"21","Darnell Washington (PIT)","2","2","31","15.5","20","1","0","0","0","0","0","1","3.1","3.1","0.3%"
"22","Brock Bowers (LV)","2","3","19","9.5","13","0","0","1","12","0","0","1","3.1","3.1","97.9%"
"23","Erick All Jr. (CIN)","4","4","28","7.0","11","0","0","0","0","0","0","1","2.8","2.8","1.0%"
"24","Cade Stover (HOU)","1","1","27","27.0","27","1","0","0","0","0","0","1","2.7","2.7","0.7%"
"25","Grant Calcaterra (PHI)","1","2","26","26.0","26","1","0","0","0","0","0","1","2.6","2.6","0.6%"
"26","Isaiah Likely (BAL)","1","2","26","26.0","26","1","0","0","0","0","0","1","2.6","2.6","46.3%"
"27","Noah Fant (SEA)","2","2","26","13.0","16","0","0","0","0","0","0","1","2.6","2.6","15.3%"
"28","Will Dissly (LAC)","2","3","24","12.0","22","1","0","0","0","0","0","1","2.4","2.4","30.7%"
"29","Harrison Bryant (LV)","2","2","21","10.5","14","0","0","0","0","0","0","1","2.1","2.1","0.1%"
"30","Brenton Strange (JAC)","3","3","19","6.3","11","0","0","0","0","0","0","1","1.9","1.9","9.9%"
"31","Tyler Conklin (NYJ)","4","8","17","4.3","9","0","0","0","0","0","0","1","1.7","1.7","16.2%"
"32","Ja'Tavion Sanders (CAR)","2","2","16","8.0","11","0","0","0","0","0","0","1","1.6","1.6","5.0%"
"33","Johnny Mundt (MIN)","2","2","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","0.6%"
"34","Tanner Conner (MIA)","2","2","15","7.5","11","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"35","Luke Musgrave (GB)","3","3","13","4.3","5","0","0","0","0","0","0","1","1.3","1.3","13.4%"
"36","Brock Wright (DET)","2","2","13","6.5","10","0","0","0","0","0","0","1","1.3","1.3","1.0%"
"37","Juwan Johnson (NO)","2","3","13","6.5","8","0","0","0","0","0","0","1","1.3","1.3","4.8%"
"38","Elijah Higgins (ARI)","2","3","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","0.6%"
"39","Hunter Henry (NE)","2","3","12","6.0","8","0","0","0","0","0","0","1","1.2","1.2","53.6%"
"40","Jeremy Ruckert (NYJ)","2","2","10","5.0","9","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"41","Jordan Akins (CLE)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.7%"
"42","John Bates (WAS)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"43","Theo Johnson (NYG)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","5.0%"
"44","Hayden Hurst (LAC)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","2.0%"
"45","Josh Whyle (TEN)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"46","Chig Okonkwo (TEN)","1","3","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","6.8%"
"47","Jack Stoll (MIA)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"48","Pharaoh Brown (SEA)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"49","Jody Fortson Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Donald Parham Jr. (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"52","Matt Sokol (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Parker Hesse (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"54","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Foster Moreau (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"56","Tommy Sweeney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","T.J. Hockenson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.1%"
"58","N'Keal Harry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Dawson Knox (BUF)","1","1","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","6.3%"
"61","Irv Smith Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Drew Sample (CIN)","1","1","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"63","Feleipe Franks (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"65","Kyle Pitts (ATL)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","89.9%"
"66","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Mitchell Wilcox (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Luke Farrell (JAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Josiah Deguara (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Adam Trautman (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"72","Charlie Woerner (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Sean McKeon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Joel Wilson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Julian Hill (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","John Samuel Shenker (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Nate Adkins (DEN)","1","1","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
