"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mark Andrews (BAL)","6","7","68","11.3","18","0","1","0","0","0","0","1","12.8","12.8","91.0%"
"2","Sam LaPorta (DET)","3","6","66","22.0","37","2","1","0","0","0","0","1","12.6","12.6","95.8%"
"3","Travis Kelce (KC)","8","12","64","8.0","22","1","1","0","0","0","0","1","12.4","12.4","99.7%"
"4","George Kittle (SF)","3","4","57","19.0","33","1","1","0","0","0","0","1","11.7","11.7","99.1%"
"5","Tanner Hudson (CIN)","6","7","42","7.0","10","0","1","1","1","0","0","1","10.3","10.3","0.8%"
"6","Dallas Goedert (PHI)","2","3","25","12.5","14","0","1","0","0","0","0","1","8.5","8.5","82.0%"
"7","Pat Freiermuth (PIT)","3","3","17","5.7","8","0","1","0","0","0","0","1","7.7","7.7","48.7%"
"8","T.J. Hockenson (MIN)","8","9","72","9.0","26","1","0","0","0","0","0","1","7.2","7.2","79.1%"
"9","Trey McBride (ARI)","4","5","71","17.8","23","1","0","0","0","0","0","1","7.1","7.1","98.4%"
"10","Ja'Tavion Sanders (CAR)","2","2","8","4.0","5","0","1","0","0","0","0","1","6.8","6.8","5.0%"
"11","Dalton Schultz (HOU)","3","4","66","22.0","32","1","0","0","0","0","0","1","6.6","6.6","57.5%"
"12","Austin Hooper (NE)","3","4","64","21.3","28","2","0","0","0","0","0","1","6.4","6.4","0.7%"
"13","Kyle Pitts (ATL)","4","6","55","13.8","23","1","0","0","0","0","0","1","5.5","5.5","89.9%"
"14","Josh Oliver (MIN)","4","6","52","13.0","28","1","0","0","0","0","0","1","5.2","5.2","0.3%"
"15","Taysom Hill (NO)","2","2","36","18.0","34","1","0","4","14","0","0","1","5.0","5.0","45.2%"
"16","Jonnu Smith (MIA)","3","4","45","15.0","33","1","0","0","0","0","0","1","4.5","4.5","32.2%"
"17","Dawson Knox (BUF)","2","3","40","20.0","34","1","0","0","0","0","0","1","4.0","4.0","6.3%"
"18","Evan Engram (JAC)","6","8","40","6.7","15","0","0","0","0","0","0","1","4.0","4.0","86.8%"
"19","Theo Johnson (NYG)","4","6","37","9.3","13","0","0","0","0","0","0","1","3.7","3.7","5.0%"
"20","Cade Otton (TB)","5","8","35","7.0","15","0","0","0","0","0","0","1","3.5","3.5","65.0%"
"21","Davis Allen (LAR)","5","6","34","6.8","13","0","0","0","0","0","0","1","3.4","3.4","1.0%"
"22","Adam Trautman (DEN)","1","1","34","34.0","34","1","0","0","0","0","0","1","3.4","3.4","0.1%"
"23","Zach Ertz (WAS)","4","8","31","7.8","9","0","0","0","0","0","0","1","3.1","3.1","54.2%"
"24","Will Dissly (LAC)","5","6","30","6.0","14","0","0","0","0","0","0","1","3.0","3.0","30.7%"
"25","Mike Gesicki (CIN)","4","9","30","7.5","13","0","0","0","0","0","0","1","3.0","3.0","31.5%"
"26","Brenton Strange (JAC)","2","3","25","12.5","23","1","0","0","0","0","0","1","2.5","2.5","9.9%"
"27","Dalton Kincaid (BUF)","2","5","24","12.0","12","0","0","0","0","0","0","1","2.4","2.4","83.7%"
"28","Juwan Johnson (NO)","2","3","22","11.0","16","0","0","0","0","0","0","1","2.2","2.2","4.8%"
"29","Lucas Krull (DEN)","2","2","21","10.5","11","0","0","0","0","0","0","1","2.1","2.1","0.1%"
"30","Noah Gray (KC)","2","2","18","9.0","13","0","0","0","0","0","0","1","1.8","1.8","3.0%"
"31","Jeremy Ruckert (NYJ)","2","2","17","8.5","12","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"32","Luke Farrell (JAC)","2","2","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"33","Kylen Granson (IND)","2","2","15","7.5","12","0","0","0","0","0","0","1","1.5","1.5","0.2%"
"34","Hunter Henry (NE)","1","4","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","53.6%"
"35","Chig Okonkwo (TEN)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","6.8%"
"36","Elijah Higgins (ARI)","2","2","13","6.5","11","0","0","0","0","0","0","1","1.3","1.3","0.6%"
"37","Cole Kmet (CHI)","2","4","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","56.1%"
"38","Will Mallory (IND)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"39","Tyler Conklin (NYJ)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","16.2%"
"40","Durham Smythe (MIA)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"41","Darnell Washington (PIT)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.3%"
"42","Peyton Hendershot (KC)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"43","Jake Ferguson (DAL)","4","5","24","6.0","10","0","0","0","0","0","1","1","0.4","0.4","82.4%"
"44","Charlie Kolar (BAL)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"45","Kenny Yeboah (NYJ)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"46","Ian Thomas (CAR)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"47","Cade Stover (HOU)","1","2","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.7%"
"48","Drew Ogletree (IND)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"49","Jody Fortson Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Donald Parham Jr. (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Matt Sokol (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","N'Keal Harry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Tommy Sweeney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Foster Moreau (NO)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"57","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Drew Sample (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"59","Irv Smith Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Colby Parkinson (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","16.3%"
"61","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"63","Harrison Bryant (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"64","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Mitchell Wilcox (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Josiah Deguara (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Charlie Woerner (ATL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"69","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Sean McKeon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Joel Wilson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Blake Whiteheart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Ben Sims (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"76","Julian Hill (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","John Samuel Shenker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
